iter	Passed	Remaining
1664	31570	6351
1665	31585	6332
1666	31601	6312
1667	31620	6293
1668	31637	6274
1669	31652	6254
1670	31681	6237
1671	31721	6222
1672	31745	6204
1673	31771	6187
1674	31818	6173
1675	31840	6155
1676	31859	6136
1677	31902	6122
1678	31939	6106
1679	31969	6089
1680	31996	6071
1681	32024	6054
1682	32060	6038
1683	32098	6023
1684	32130	6006
1685	32173	5991
1686	32229	5979
1687	32272	5965
1688	32298	5947
1689	32330	5930
1690	32373	5915
1691	32423	5902
1692	32510	5895
1693	32540	5877
1694	32572	5861
1695	32595	5842
1696	32642	5828
1697	32695	5815
1698	32736	5799
1699	32754	5780
1700	32772	5760
1701	32788	5740
1702	32807	5721
1703	32824	5701
1704	32844	5682
1705	32867	5664
1706	32894	5646
1707	32910	5626
1708	32925	5606
1709	32941	5586
1710	32957	5566
1711	32973	5547
1712	32989	5527
1713	33005	5507
1714	33020	5487
1715	33039	5468
1716	33055	5448
1717	33074	5428
1718	33090	5409
1719	33104	5389
1720	33118	5369
1721	33134	5349
1722	33149	5329
1723	33185	5312
1724	33211	5294
1725	33251	5278
1726	33293	5263
1727	33333	5246
1728	33371	5230
1729	33398	5212
1730	33434	5195
1731	33462	5177
1732	33499	5161
1733	33532	5143
1734	33562	5126
1735	33611	5111
1736	33680	5099
1737	33752	5088
1738	33809	5074
1739	33849	5057
1740	33911	5044
1741	33958	5029
1742	33979	5010
1743	34086	5003
1744	34160	4991
1745	34235	4980
1746	34275	4963
1747	34335	4949
1748	34377	4933
1749	34420	4917
1750	34453	4899
1751	34471	4879
1752	34486	4859
1753	34502	4839
1754	34518	4818
1755	34534	4798
1756	34549	4778
1757	34565	4758
1758	34580	4737
1759	34592	4717
1760	34607	4696
1761	34621	4676
1762	34640	4656
1763	34655	4636
1764	34670	4616
1765	34684	4595
1766	34698	4575
1767	34713	4555
1768	34729	4535
1769	34744	4514
1770	34759	4494
1771	34772	4474
1772	34791	4454
1773	34804	4433
1774	34818	4413
1775	34832	4393
1776	34847	4373
1777	34862	4352
1778	34877	4332
1779	34892	4312
1780	34907	4292
1781	34921	4272
1782	34935	4251
1783	34949	4231
1784	34963	4211
1785	34978	4191
1786	34993	4171
1787	35007	4150
1788	35023	4130
1789	35038	4110
1790	35053	4090
1791	35069	4070
1792	35086	4050
1793	35102	4030
1794	35119	4010
1795	35141	3991
1796	35158	3971
1797	35176	3952
1798	35194	3932
1799	35220	3913
1800	35241	3893
1801	35260	3874
1802	35277	3854
1803	35299	3835
1804	35315	3815
1805	35331	3795
1806	35349	3775
1807	35371	3756
1808	35391	3736
1809	35409	3716
1810	35426	3697
1811	35441	3677
1812	35459	3657
1813	35474	3637
1814	35489	3617
1815	35503	3597
1816	35518	3577
1817	35534	3557
1818	35554	3537
1819	35572	3518
1820	35592	3498
1821	35612	3479
1822	35637	3460
1823	35662	3441
1824	35679	3421
1825	35696	3401
1826	35713	3381
1827	35729	3361
1828	35746	3342
1829	35763	3322
1830	35781	3302
1831	35797	3282
1832	35814	3262
1833	35830	3243
1834	35848	3223
1835	35864	3203
1836	35880	3183
1837	35897	3164
1838	35914	3144
1839	35929	3124
1840	35945	3104
1841	35961	3084
1842	35975	3064
1843	35990	3044
1844	36006	3024
1845	36026	3005
1846	36047	2986
1847	36063	2966
1848	36081	2946
1849	36096	2926
1850	36112	2906
1851	36127	2887
1852	36145	2867
1853	36160	2847
1854	36175	2827
1855	36192	2808
1856	36209	2788
1857	36224	2768
1858	36238	2748
1859	36253	2728
1860	36280	2709
1861	36306	2690
1862	36326	2671
1863	36347	2651
1864	36376	2633
1865	36397	2613
1866	36416	2594
1867	36439	2574
1868	36471	2556
1869	36489	2536
1870	36505	2516
1871	36521	2497
1872	36536	2477
1873	36552	2457
1874	36567	2437
1875	36582	2418
1876	36597	2398
1877	36615	2378
1878	36634	2359
1879	36659	2339
1880	36678	2320
1881	36697	2300
1882	36714	2281
1883	36736	2261
1884	36753	2242
1885	36768	2222
1886	36782	2202
1887	36798	2182
1888	36815	2163
1889	36830	2143
1890	36845	2123
1891	36861	2104
1892	36884	2084
1893	36899	2065
1894	36915	2045
1895	36931	2025
1896	36946	2006
1897	36962	1986
1898	36978	1966
1899	36993	1947
1900	37015	1927
1901	37049	1908
1902	37070	1889
1903	37090	1870
1904	37115	1850
1905	37143	1831
1906	37166	1812
1907	37194	1793
1908	37240	1775
1909	37269	1756
1910	37337	1738
1911	37527	1727
1912	37588	1709
1913	37677	1692
1914	37758	1675
1915	37820	1658
1916	37875	1639
1917	37922	1621
1918	37999	1603
1919	38055	1585
1920	38104	1567
1921	38144	1548
1922	38176	1528
1923	38201	1509
1924	38223	1489
1925	38291	1471
1926	38342	1452
1927	38361	1432
1928	38390	1413
1929	38416	1393
1930	38437	1373
1931	38461	1353
1932	38507	1334
1933	38562	1315
1934	38596	1296
1935	38636	1277
1936	38675	1257
1937	38708	1238
1938	38728	1218
1939	38760	1198
1940	38794	1179
1941	38840	1160
1942	38886	1140
1943	38939	1121
1944	38963	1101
1945	38987	1081
1946	39012	1061
1947	39041	1042
1948	39085	1022
1949	39110	1002
1950	39136	982
1951	39184	963
1952	39238	944
1953	39289	924
1954	39332	905
1955	39368	885
1956	39450	866
1957	39470	846
1958	39511	826
1959	39582	807
1960	39607	787
1961	39626	767
1962	39645	747
1963	39665	727
1964	39680	706
1965	39700	686
1966	39717	666
1967	39733	646
1968	39749	625
1969	39766	605
1970	39783	585
1971	39799	565
1972	39816	544
1973	39848	524
1974	39866	504
1975	39886	484
1976	39905	464
1977	39923	444
1978	39943	423
1979	39964	403
1980	39981	383
1981	39997	363
1982	40013	343
1983	40029	322
1984	40045	302
1985	40062	282
1986	40080	262
1987	40099	242
1988	40126	221
1989	40153	201
1990	40180	181
1991	40210	161
1992	40235	141
1993	40268	121
1994	40291	100
1995	40323	80
1996	40347	60
1997	40362	40
1998	40378	20
1999	40396	0
