iter	F1	Logloss
882	0.6975867947	0.2826356627
883	0.6975867947	0.2826211181
884	0.6975867947	0.2826006711
885	0.6978204323	0.2825798087
886	0.6977578475	0.2825661877
887	0.6982333423	0.2825501266
888	0.6982248521	0.2825235596
889	0.6982248521	0.2824961368
890	0.6980996773	0.2824819357
891	0.6980996773	0.2824175656
892	0.6980996773	0.2823614981
893	0.6984582288	0.2823414703
894	0.6984582288	0.2823300464
895	0.6982704543	0.282319575
896	0.6982704543	0.2823071253
897	0.6984496819	0.2822902652
898	0.6984496819	0.2822789977
899	0.6984496819	0.2822589258
900	0.6985663082	0.2822446289
901	0.6985663082	0.2822259601
902	0.6985037183	0.2822091024
903	0.6985037183	0.2821974509
904	0.6986203189	0.2821501746
905	0.6985577354	0.2821105102
906	0.6985577354	0.2820957542
907	0.6985577354	0.282072997
908	0.6986031519	0.2820511012
909	0.6986031519	0.2820249667
910	0.6987196705	0.2820104433
911	0.6987196705	0.2819944309
912	0.6986571173	0.2819745462
913	0.6986571173	0.2819484659
914	0.6987196705	0.2819346342
915	0.698782235	0.2819226028
916	0.6989073975	0.2819093819
917	0.6991404011	0.2818382922
918	0.6991404011	0.2818017622
919	0.6992481203	0.2817850854
920	0.699301951	0.2817655027
921	0.6994271393	0.2817021574
922	0.6994271393	0.2816447785
923	0.6993645395	0.2816321579
924	0.6994095545	0.2816168772
925	0.6994095545	0.2815911773
926	0.6997048036	0.2815794998
927	0.6997048036	0.281531043
928	0.6998837105	0.2815107244
929	0.6998837105	0.2814952606
930	0.6997674003	0.2814743654
931	0.6998837105	0.2814658861
932	0.7001162687	0.2814512055
933	0.7001162687	0.2814320962
934	0.7	0.2814112038
935	0.7001162687	0.2813862714
936	0.7001162687	0.2813160222
937	0.7001162687	0.2812991507
938	0.7001162687	0.2812824074
939	0.7001162687	0.2812663263
940	0.7001162687	0.2812534406
941	0.7002325165	0.2812373239
942	0.7003487436	0.2812149932
943	0.7003487436	0.2811878317
944	0.7003487436	0.2811762133
945	0.700286123	0.2811553666
946	0.700286123	0.2811479597
947	0.700286123	0.281125992
948	0.7003487436	0.2810893059
949	0.7004649499	0.2810727929
950	0.7004649499	0.2810468001
951	0.7004649499	0.2810329051
952	0.7008134442	0.2810165346
953	0.7008669229	0.2809947452
954	0.7006973002	0.2809733685
955	0.7006973002	0.2809455021
956	0.7008669229	0.2809297803
957	0.7010990975	0.2809036834
958	0.7010364546	0.2808873431
959	0.7009112024	0.2808699415
960	0.7008485931	0.280846093
961	0.7010806466	0.2808314629
962	0.7011340298	0.2808225431
963	0.7011340298	0.2808103667
964	0.7011340298	0.2807528948
965	0.7011340298	0.2807350408
966	0.7011340298	0.2807193629
967	0.7018295404	0.2806436235
968	0.7017136737	0.2806154698
969	0.7017136737	0.2805988786
970	0.7019453864	0.2805845072
971	0.7019453864	0.2805756524
972	0.7020612117	0.280559608
973	0.7018201285	0.280547173
974	0.7016416845	0.2805295628
975	0.7017575163	0.2805118061
976	0.7016416845	0.2804943774
977	0.7016416845	0.2804817828
978	0.7016416845	0.2804693098
979	0.7017575163	0.2804382816
980	0.7020517395	0.2803927936
981	0.701704292	0.2803777006
982	0.701704292	0.2803559912
983	0.701704292	0.2803445622
984	0.7017669106	0.2803269134
985	0.7017575163	0.2803043143
986	0.7017575163	0.280291245
987	0.7018733274	0.280277305
988	0.7018733274	0.2802395401
989	0.7018733274	0.2802214219
990	0.7020954079	0.2802098714
991	0.7020954079	0.2802000364
992	0.7020954079	0.2801859798
993	0.7023268254	0.2800886023
994	0.7023268254	0.2800744847
995	0.7024425031	0.2800485054
996	0.7027267867	0.2800135654
997	0.7027267867	0.2799973432
998	0.7027797577	0.2799891595
999	0.7027171492	0.2799720389
1000	0.7028953229	0.2799570448
1001	0.7028423773	0.2799396782
1002	0.7028953229	0.2799217157
1003	0.7029579473	0.2799041758
1004	0.7028953229	0.2798918747
1005	0.7029579473	0.2798772019
1006	0.7028953229	0.2798488979
1007	0.7028953229	0.27983186
1008	0.7028327098	0.2798168526
1009	0.702885643	0.2797980674
1010	0.7029385574	0.2797834846
1011	0.7029385574	0.2797502271
1012	0.7026545519	0.2797395305
1013	0.7030011577	0.2797272312
1014	0.7028327098	0.279705957
1015	0.7030011577	0.2796876746
1016	0.7029385574	0.2796732139
1017	0.7031695157	0.2796510574
1018	0.7031695157	0.2796336635
1019	0.7032849639	0.2796096278
1020	0.7035157988	0.2795983323
1021	0.7035784226	0.2795504002
1022	0.7035784226	0.2795342325
1023	0.7034630108	0.2794928922
1024	0.703693814	0.2794765835
1025	0.7038519705	0.2794580634
1026	0.7039672656	0.2794398407
1027	0.7039672656	0.2794270201
1028	0.7039672656	0.2794119089
1029	0.7039672656	0.2793987501
1030	0.7039046518	0.2793882935
1031	0.7038420491	0.279363022
1032	0.7040725591	0.2793515792
1033	0.7040725591	0.2793317735
1034	0.7041877834	0.2793055673
1035	0.7041877834	0.279290568
1036	0.7043555556	0.2792700907
1037	0.7043029872	0.2792510989
1038	0.7042504001	0.2792322384
1039	0.7043656086	0.2792044267
1040	0.7043656086	0.2791422141
1041	0.704313028	0.2791329271
1042	0.7044282412	0.2790940984
1043	0.7045434338	0.2790682477
1044	0.704721259	0.2789990652
1045	0.704721259	0.2789772647
1046	0.7047737577	0.2789617359
1047	0.7047737577	0.2789500913
1048	0.7047737577	0.2788821397
1049	0.7047737577	0.2788691711
1050	0.7045434338	0.2788550825
1051	0.704658606	0.2788394291
1052	0.704658606	0.2788161668
1053	0.7047737577	0.2788017379
1054	0.7048888889	0.2787880497
1055	0.7049413438	0.278772415
1056	0.7048888889	0.2787565916
1057	0.7048888889	0.2787385804
1058	0.7051190899	0.278722868
1059	0.7053389002	0.2787113651
1060	0.7053389002	0.2786502478
1061	0.7052341598	0.278631096
1062	0.7054642381	0.2786179395
1063	0.7052341598	0.2786096486
1064	0.7054642381	0.2785851241
1065	0.7055165675	0.2785646716
1066	0.7053389002	0.2785551408
1067	0.7053389002	0.2785433716
1068	0.7053389002	0.2784351949
1069	0.7054642381	0.278372876
1070	0.7054642381	0.2783582283
1071	0.7055269238	0.2783315327
1072	0.7056419369	0.2783185005
1073	0.7055896205	0.2782560429
1074	0.7059346127	0.2782330358
1075	0.7059868538	0.2782155355
1076	0.7059868538	0.2781947309
1077	0.7060495692	0.2781467152
1078	0.7060495692	0.2781361729
1079	0.7062794209	0.2780940639
1080	0.7062794209	0.2780771753
1081	0.7062794209	0.2780402847
1082	0.7063943162	0.2780265247
1083	0.7063315869	0.2780143243
1084	0.7062166963	0.2780014889
1085	0.7061539828	0.2779825002
1086	0.7062061618	0.2779682975
1087	0.7062061618	0.2779586899
1088	0.7062061618	0.2779312997
1089	0.7062688688	0.2779161597
1090	0.7063315869	0.2778985135
1091	0.7063315869	0.2778795231
1092	0.7064464571	0.2778645725
1093	0.7064464571	0.2778490663
1094	0.7064464571	0.277833307
1095	0.7062688688	0.2777972878
1096	0.7062688688	0.2777839606
1097	0.7063837344	0.2777610073
1098	0.7063837344	0.2777226278
1099	0.7062688688	0.2777033557
1100	0.7063210227	0.277684304
1101	0.7063210227	0.2776403297
1102	0.7065506835	0.2776135354
1103	0.7066654833	0.277585665
1104	0.7066654833	0.2775631779
1105	0.7068429928	0.2775510914
1106	0.7069577565	0.2775311165
1107	0.7068950217	0.2775151823
1108	0.7070097604	0.277475057
1109	0.7070097604	0.2774449114
1110	0.7070097604	0.2774306028
1111	0.7068950217	0.2774097271
1112	0.7070097604	0.2773530342
1113	0.7070097604	0.2773382407
1114	0.7071244788	0.2772814188
1115	0.7071244788	0.2772568726
1116	0.7070097604	0.2772399685
1117	0.7073019253	0.277225031
1118	0.7073538543	0.277211954
1119	0.7071764393	0.27719394
1120	0.7074685116	0.2771773443
1121	0.7075312694	0.2771602821
1122	0.7075312694	0.277146344
1123	0.7075831486	0.2771282888
1124	0.7075831486	0.2771121209
1125	0.7075203973	0.2771000872
1126	0.7078641724	0.2770817086
1127	0.7078641724	0.2770700367
1128	0.7078123614	0.277051897
1129	0.7079269374	0.2770089587
1130	0.7079269374	0.2769417998
1131	0.7079787234	0.2768917932
1132	0.7079269374	0.2768694378
1133	0.7079269374	0.2768550167
1134	0.7079269374	0.2768422618
1135	0.7078641724	0.2768302481
1136	0.7078641724	0.2768130851
1137	0.7078641724	0.2767994624
1138	0.7078641724	0.2767822275
1139	0.7078641724	0.2767476353
1140	0.7077386756	0.2767339825
1141	0.7077277561	0.276703768
1142	0.7077277561	0.2766915995
1143	0.7078422685	0.2766526646
1144	0.7079567606	0.2766328112
1145	0.7079567606	0.276576478
1146	0.7080194949	0.2765557413
1147	0.7079567606	0.2765408164
1148	0.7080194949	0.2765278487
1149	0.7077904813	0.2765035057
1150	0.7077904813	0.2764897992
1151	0.7077904813	0.2764729046
1152	0.7079677391	0.2764563003
1153	0.7077904813	0.2764429037
1154	0.7076023392	0.2764293634
1155	0.7076650421	0.2764175426
1156	0.7076650421	0.2763973599
1157	0.7077277561	0.2763752387
1158	0.7077904813	0.2763277254
1159	0.7078532175	0.2762668104
1160	0.7079787234	0.2762497319
1161	0.7082077646	0.2762322564
1162	0.7082077646	0.2762170541
1163	0.7082077646	0.2761746172
1164	0.7082077646	0.2761540651
1165	0.7083222547	0.2761167862
1166	0.7083739477	0.2760992891
1167	0.7081449969	0.276085138
1168	0.7081449969	0.2760718385
1169	0.7084883927	0.2760347443
1170	0.7084367246	0.2760019917
1171	0.7086028174	0.2759881804
1172	0.7086028174	0.275970443
1173	0.708831606	0.2759115517
1174	0.708831606	0.2758966396
1175	0.708831606	0.2758552516
1176	0.7089459699	0.275844715
1177	0.7089459699	0.2758349837
1178	0.7089459699	0.2758210579
1179	0.7088831813	0.2758066407
1180	0.7090087696	0.2757876734
1181	0.7088944011	0.2757746061
1182	0.7089572074	0.2757613812
1183	0.7088944011	0.2757458928
1184	0.7088428141	0.2757283739
1185	0.7087800124	0.2757025948
1186	0.7088944011	0.2756466217
1187	0.7088944011	0.2756138708
1188	0.7090087696	0.2755771825
1189	0.7090087696	0.2755601754
1190	0.7091231178	0.2755389741
1191	0.7093517535	0.2754856708
1192	0.7093517535	0.275432331
1193	0.7093517535	0.2754202438
1194	0.709414578	0.2753756444
1195	0.709414578	0.2753541229
1196	0.7093002657	0.2753380391
1197	0.7093002657	0.2752842137
1198	0.7094259391	0.2752717986
1199	0.7094259391	0.2752161774
1200	0.7094259391	0.2751692403
1201	0.709717424	0.2751532959
1202	0.7098202426	0.2751174436
1203	0.7098202426	0.2751007864
1204	0.7098831031	0.2750578742
1205	0.7099459747	0.2750417405
1206	0.7097688424	0.2750253665
1207	0.7098945877	0.2749676709
1208	0.7100203774	0.2749220153
1209	0.710083289	0.2749110258
1210	0.710083289	0.274898659
1211	0.7100203774	0.2748755542
1212	0.7100203774	0.2748492993
1213	0.709791759	0.2748316413
1214	0.7100203774	0.2747949521
1215	0.7100203774	0.274744545
1216	0.7101346563	0.2747345312
1217	0.7101346563	0.2747233956
1218	0.7103118356	0.2747074935
1219	0.7103118356	0.2746976747
1220	0.7103118356	0.2746542653
1221	0.7103118356	0.2746385598
1222	0.7101975724	0.2746251593
1223	0.7101975724	0.274612222
1224	0.7103118356	0.2746000458
1225	0.7103118356	0.2745788315
1226	0.7103118356	0.2745678145
1227	0.7104773714	0.2745458356
1228	0.7104773714	0.2745241919
1229	0.7101346563	0.274506355
1230	0.7101975724	0.2744944885
1231	0.7104260785	0.2744790272
1232	0.7103118356	0.2744346956
1233	0.7106032421	0.2744189745
1234	0.7107174491	0.2743679959
1235	0.7109458023	0.2743573442
1236	0.7108828478	0.2743350928
1237	0.7103747674	0.2743148701
1238	0.7104890149	0.2742734191
1239	0.7104890149	0.2742620676
1240	0.7104890149	0.2742515977
1241	0.7104890149	0.2742127519
1242	0.7105915693	0.2741905487
1243	0.7105915693	0.2741667292
1244	0.7103631532	0.2741469003
1245	0.7104773714	0.2741340678
1246	0.7104773714	0.274094993
1247	0.7104773714	0.274060183
1248	0.7102489149	0.274047954
1249	0.7104773714	0.2740269763
1250	0.7106428192	0.2740183057
1251	0.7103515452	0.2740009363
1252	0.710465734	0.2739861562
1253	0.7105799026	0.2739727559
1254	0.710694051	0.2739243118
1255	0.7107569721	0.273909449
1256	0.7106545036	0.2738791127
1257	0.7107686858	0.2738586367
1258	0.7110481586	0.2738392185
1259	0.7109852173	0.273826451
1260	0.7112133817	0.2738119198
1261	0.7112252125	0.273799685
1262	0.7112252125	0.2737813597
1263	0.7114414654	0.2737481518
1264	0.7116184408	0.2737311541
1265	0.7116184408	0.2737225245
1266	0.7116184408	0.273700612
1267	0.7117324367	0.2736809709
1268	0.7117324367	0.2736699882
1269	0.7117324367	0.2736601743
1270	0.7115044248	0.2736443515
1271	0.7116814159	0.2735637588
1272	0.7116814159	0.2735170908
1273	0.7117954163	0.2735041868
1274	0.7118464125	0.2734848325
1275	0.7119093966	0.2734248192
1276	0.7119093966	0.273413705
1277	0.7119093966	0.2733938045
1278	0.7120233566	0.2733810756
1279	0.7122003008	0.2733676736
1280	0.7122512163	0.2733538337
1281	0.7121372965	0.2733202802
1282	0.7123651159	0.2732857423
1283	0.7123651159	0.2732467319
1284	0.7123651159	0.2732333263
1285	0.7123651159	0.2732242234
1286	0.7126558769	0.2732055143
1287	0.7124281291	0.2731858516
1288	0.7124911536	0.2731733961
1289	0.7124911536	0.273146063
1290	0.7125541892	0.273131648
1291	0.7125541892	0.2730989476
1292	0.7124911536	0.2730913963
1293	0.7126172359	0.2730736562
1294	0.7127311333	0.2730598524
1295	0.7128450106	0.2730274451
1296	0.7129588678	0.2730075281
1297	0.7130219391	0.2729940772
1298	0.7129080775	0.272979781
1299	0.7129711555	0.2729426695
1300	0.7129711555	0.2729273325
1301	0.7130219391	0.272908387
1302	0.7130219391	0.272900016
1303	0.7129711555	0.2728818184
1304	0.7129711555	0.2728718622
1305	0.7130850217	0.2728242312
1306	0.7134264992	0.2728060798
1307	0.7134264992	0.2727882952
1308	0.7133757962	0.2727748406
1309	0.7133757962	0.2727664796
1310	0.7134264992	0.2727512511
1311	0.7134264992	0.2727303674
1312	0.7134264992	0.2727126158
1313	0.7136033964	0.2726982156
1314	0.7137171664	0.2726862187
1315	0.7137171664	0.2726743214
1316	0.7138309162	0.2726568415
1317	0.7140583554	0.2726343455
1318	0.7140583554	0.2726134756
1319	0.7140583554	0.2725964193
1320	0.7140583554	0.2725835396
1321	0.7140583554	0.2725686523
1322	0.7139952259	0.2725603216
1323	0.7140583554	0.2725476806
1324	0.7141214962	0.2725315432
1325	0.714184648	0.2725233189
1326	0.7140709295	0.272511949
1327	0.7140709295	0.2724556041
1328	0.7140709295	0.2724419017
1329	0.7140709295	0.2724287416
1330	0.7140709295	0.272384465
1331	0.7140709295	0.2723633183
1332	0.7140709295	0.2723327323
1333	0.7141340881	0.2722987117
1334	0.714361514	0.2722679836
1335	0.714361514	0.272258927
1336	0.714361514	0.2722450191
1337	0.714361514	0.2722318598
1338	0.714361514	0.2721989256
1339	0.714361514	0.2721903682
1340	0.714361514	0.2721745706
1341	0.714361514	0.272112357
1342	0.7148161245	0.2720982892
1343	0.7150433092	0.2720871438
1344	0.7150433092	0.2720781706
1345	0.7150433092	0.2720703144
1346	0.7150433092	0.2720503415
1347	0.7150433092	0.2720351006
1348	0.7150433092	0.2720030741
1349	0.7150433092	0.2719694986
1350	0.7151065146	0.2719552961
1351	0.7152200813	0.2719310216
1352	0.7152200813	0.2719233356
1353	0.7152200813	0.2719089545
1354	0.7152200813	0.2718882629
1355	0.7151065146	0.2718679736
1356	0.7151065146	0.271859453
1357	0.7151065146	0.2718508078
1358	0.7151065146	0.2718379346
1359	0.7151697313	0.2718071124
1360	0.7151697313	0.271790365
1361	0.7151697313	0.2717709408
1362	0.7152833024	0.2717577304
1363	0.7152833024	0.2717409878
1364	0.7152833024	0.2716991665
1365	0.7152833024	0.2716709726
1366	0.7153968535	0.2716365795
1367	0.7153968535	0.2716281356
1368	0.7153336279	0.2716199022
1369	0.7153336279	0.2716071163
1370	0.7153336279	0.2715772646
1371	0.7153839357	0.2715611067
1372	0.7154974377	0.2715147013
1373	0.7152575316	0.2715007614
1374	0.7153710247	0.2714931279
1375	0.7154213037	0.2714822981
1376	0.7154715648	0.2714659675
1377	0.7156481809	0.2714539168
1378	0.7154213037	0.2714420078
1379	0.7154213037	0.2714220196
1380	0.7154213037	0.2714137371
1381	0.7157113839	0.2713941643
1382	0.7158247969	0.2713794798
1383	0.7158247969	0.2713720126
1384	0.7158880155	0.2713429583
1385	0.7158247969	0.2713286837
1386	0.7158749779	0.2713165422
1387	0.7158749779	0.2713029694
1388	0.7158749779	0.2712927783
1389	0.7158749779	0.2712527126
1390	0.7158749779	0.2712455169
1391	0.7159883464	0.2712259461
1392	0.7161649157	0.2712113064
1393	0.7163915615	0.2712042495
1394	0.7165048544	0.2711929907
1395	0.7165048544	0.27116584
1396	0.7165548888	0.271154161
1397	0.7164416203	0.2711407497
1398	0.7164416203	0.2711325195
1399	0.7165548888	0.27111672
1400	0.7163283319	0.2711031843
1401	0.7164416203	0.2710840819
1402	0.7165548888	0.2710671398
1403	0.7165548888	0.271052186
1404	0.7165548888	0.2710357734
1405	0.7165548888	0.2710255923
1406	0.7165548888	0.2710063062
1407	0.7165048544	0.2709966389
1408	0.7163915615	0.2709898193
1409	0.7163915615	0.2709710928
1410	0.7164548023	0.2709429594
1411	0.7164548023	0.2709353714
1412	0.7164548023	0.2709256473
1413	0.7167446377	0.270916114
1414	0.7166181273	0.270900877
1415	0.7165548888	0.2708821859
1416	0.7166681373	0.270865403
1417	0.7167181297	0.2708479216
1418	0.7167181297	0.2708346251
1419	0.7168313338	0.270804922
1420	0.7168446131	0.270792486
1421	0.7170077629	0.2707759164
1422	0.717071019	0.2707623726
1423	0.7171209315	0.2707392051
1424	0.717071019	0.2707283125
1425	0.717071019	0.2707163391
1426	0.717071019	0.2707087183
1427	0.7170077629	0.2706989802
1428	0.7168945743	0.2706806756
1429	0.7168945743	0.2706653463
1430	0.7168945743	0.2706527738
1431	0.716957826	0.2706419985
1432	0.7170077629	0.2706248081
1433	0.716994444	0.2706079439
1434	0.716994444	0.2706008715
1435	0.716994444	0.27058598
1436	0.716944518	0.2705677485
1437	0.7168812842	0.2705535114
1438	0.7167681044	0.2705460859
1439	0.7168812842	0.2704992392
1440	0.7168812842	0.2704886765
1441	0.716994444	0.2704749777
1442	0.716994444	0.2704637433
1443	0.7170443523	0.2704483406
1444	0.7170443523	0.2704320752
1445	0.7172207036	0.2704189497
1446	0.7171075838	0.2704010999
1447	0.7171075838	0.2703891391
1448	0.7171708264	0.2703725159
1449	0.7173970549	0.2703542797
1450	0.7174468835	0.2703395222
1451	0.7173338036	0.2703286785
1452	0.7173338036	0.2703023249
1453	0.7173338036	0.2702951307
1454	0.7173836389	0.2702882411
1455	0.7173836389	0.2702769641
1456	0.716994444	0.270260917
1457	0.7170576821	0.2702531843
1458	0.7171708264	0.2702364363
1459	0.7171708264	0.2702191523
1460	0.7172207036	0.2702066619
1461	0.7170443523	0.2701901553
1462	0.7171574678	0.2701785218
1463	0.7171574678	0.2701615548
1464	0.7170443523	0.2701476822
1465	0.716994444	0.2701319722
1466	0.716994444	0.2701248138
1467	0.716994444	0.2701110019
1468	0.716994444	0.2700828761
1469	0.7171075838	0.2700687444
1470	0.7171075838	0.2700546178
1471	0.7171075838	0.2700475491
1472	0.716994444	0.2700312049
1473	0.7170576821	0.2700030357
1474	0.7170576821	0.2699928344
1475	0.7170576821	0.2699862878
1476	0.7170576821	0.2699787968
1477	0.7170576821	0.2699351904
1478	0.7170576821	0.2699185608
1479	0.7170576821	0.2699089741
1480	0.7170576821	0.2698928514
1481	0.7170576821	0.2698711972
1482	0.7172839506	0.2698578994
1483	0.7173970549	0.2698415916
1484	0.7172839506	0.2698225912
1485	0.7172839506	0.2698107613
1486	0.7172839506	0.2698017097
1487	0.7172839506	0.2697857725
1488	0.7172839506	0.269769966
1489	0.7172839506	0.2697428989
1490	0.7171708264	0.2697255287
1491	0.7171075838	0.2697143757
1492	0.7171075838	0.2696877383
1493	0.7171075838	0.2696725222
1494	0.7172207036	0.2696567311
1495	0.7171075838	0.2696447331
1496	0.7172207036	0.2696287607
1497	0.7172207036	0.2696067705
1498	0.7173338036	0.2696001216
1499	0.7173338036	0.2695852397
1500	0.7172207036	0.2695596639
1501	0.7173338036	0.2695528573
1502	0.7174468835	0.2695462584
1503	0.7173338036	0.2695276132
1504	0.7173338036	0.269506266
1505	0.7174468835	0.269490599
1506	0.7174966946	0.2694788805
1507	0.7174966946	0.269462346
1508	0.71737023	0.2694467867
1509	0.7172571831	0.2694346132
1510	0.7171441164	0.2694187555
1511	0.7172073343	0.2694074442
1512	0.7172705633	0.2694002229
1513	0.7172705633	0.2693854683
1514	0.7173338036	0.2693701438
1515	0.7174468835	0.2693518994
1516	0.7174966946	0.2693348195
1517	0.7174468835	0.2693279384
1518	0.7173836389	0.2693213239
1519	0.7174966946	0.269310962
1520	0.7174966946	0.2692989665
1521	0.7176729837	0.2692909324
1522	0.7175599436	0.2692792355
1523	0.7177092511	0.2692663433
1524	0.7174966946	0.2692545702
1525	0.7177589852	0.2692384029
1526	0.7178222183	0.2692234038
1527	0.7178222183	0.2691979008
1528	0.7177092511	0.2691831762
1529	0.7178222183	0.2691682302
1530	0.7178222183	0.2691522324
1531	0.7178222183	0.2691392766
1532	0.717596264	0.2691219041
1533	0.717596264	0.2691074522
1534	0.7177092511	0.2690931099
1535	0.7177092511	0.2690814705
1536	0.7177092511	0.2690662198
1537	0.7176460224	0.2690508624
1538	0.7178222183	0.2690395423
1539	0.7179351656	0.2690279773
1540	0.7179351656	0.2690167675
1541	0.7178222183	0.2690107211
1542	0.7179351656	0.2689937303
1543	0.7179984142	0.2689778179
1544	0.7179984142	0.2689536475
1545	0.718048093	0.2689405739
1546	0.7179351656	0.2689237304
1547	0.7179351656	0.2689168156
1548	0.718048093	0.2689067677
1549	0.7179351656	0.2688893521
1550	0.718048093	0.2688688925
1551	0.718048093	0.2688550133
1552	0.7181610005	0.2688408819
1553	0.7182106375	0.268823815
1554	0.7182106375	0.2687857555
1555	0.7180977543	0.2687702751
1556	0.7180977543	0.268762311
1557	0.7180977543	0.2687477448
1558	0.7181610005	0.268733892
1559	0.7181610005	0.2687174963
1560	0.7182106375	0.26870023
1561	0.7183235009	0.2686876886
1562	0.7182106375	0.2686753221
1563	0.7183867559	0.2686665346
1564	0.7183867559	0.2686303428
1565	0.7183867559	0.2686235822
1566	0.7183867559	0.2686172157
1567	0.7184996038	0.2686050482
1568	0.7184996038	0.268584875
1569	0.7185628743	0.2685729347
1570	0.7186757066	0.2685635291
1571	0.7189646064	0.2685576727
1572	0.7189646064	0.2685410304
1573	0.7189013117	0.2685243258
1574	0.7189013117	0.2685116653
1575	0.7187252399	0.2684955762
1576	0.7187252399	0.2684770767
1577	0.7189507966	0.2684574766
1578	0.7189507966	0.2684334184
1579	0.7189507966	0.2684192117
1580	0.7189507966	0.2684125972
1581	0.7189507966	0.2684019384
1582	0.7189507966	0.2683889165
1583	0.7190635452	0.2683753854
1584	0.7190635452	0.2683689481
1585	0.7189507966	0.2683569975
1586	0.7189507966	0.2683443977
1587	0.7189507966	0.2683309713
1588	0.7190635452	0.2683183655
1589	0.7190635452	0.2683004734
1590	0.7190635452	0.2682860825
1591	0.7190140845	0.2682707658
1592	0.7190635452	0.2682303914
1593	0.7190635452	0.2682240162
1594	0.7191268374	0.2682120393
1595	0.7191901408	0.2681989189
1596	0.7193661972	0.2681847315
1597	0.7193028783	0.2681759664
1598	0.7194928685	0.2681606689
1599	0.7194928685	0.2681545112
1600	0.7196055991	0.2681416491
1601	0.7196055991	0.2681155779
1602	0.7196055991	0.2680996373
1603	0.7197183099	0.2680880369
1604	0.7196055991	0.268077246
1605	0.7195422535	0.2680615286
1606	0.7194295272	0.2680520385
1607	0.7194295272	0.2680414554
1608	0.7194295272	0.2680224355
1609	0.7194295272	0.2680088719
1610	0.7196055991	0.2679914532
1611	0.7196055991	0.2679842866
1612	0.7196055991	0.2679748021
1613	0.7196055991	0.2679571142
1614	0.7196055991	0.2679226144
1615	0.7197183099	0.2679105266
1616	0.7194928685	0.2678956274
1617	0.7195422535	0.2678743172
1618	0.7195422535	0.2678650709
1619	0.7195422535	0.2678594321
1620	0.7197043034	0.2678493876
1621	0.7196409715	0.2678356928
1622	0.7196055991	0.267820888
1623	0.7196409715	0.2678014518
1624	0.7197536296	0.2677857801
1625	0.7195422535	0.2677714982
1626	0.7195422535	0.267765973
1627	0.7195422535	0.2677501465
1628	0.7196055991	0.2677362942
1629	0.7196055991	0.2677211739
1630	0.71965496	0.2677087086
1631	0.7195282936	0.2676969291
1632	0.7195282936	0.2676894327
1633	0.7195282936	0.2676784895
1634	0.7195282936	0.267660464
1635	0.7195282936	0.2676450229
1636	0.7194155958	0.2676329468
1637	0.7193028783	0.2676226064
1638	0.7193028783	0.2676131131
1639	0.7194155958	0.2675994697
1640	0.7194155958	0.2675806748
1641	0.7195916212	0.2675671345
1642	0.7195916212	0.2675610343
1643	0.7194155958	0.2675478799
1644	0.7195282936	0.2675362701
1645	0.7195282936	0.2675236421
1646	0.7195282936	0.2675009877
1647	0.7195282936	0.2674806206
1648	0.7194155958	0.2674704257
1649	0.7194155958	0.2674589979
1650	0.7195282936	0.2674439288
1651	0.7195282936	0.2674379652
1652	0.7195282936	0.2674275917
1653	0.7197536296	0.2674138194
1654	0.7199296084	0.2673974785
1655	0.7200422312	0.2673893629
1656	0.7200422312	0.2673774086
1657	0.7201548342	0.267364173
1658	0.7201548342	0.2673540023
1659	0.7203799806	0.2673410383
1660	0.7203799806	0.267329393
1661	0.7203799806	0.2673204747
1662	0.7202674173	0.2673146124
1663	0.7203799806	0.2673033842
1664	0.7204925242	0.2672914489
1665	0.7205558976	0.2672716496
1666	0.7206684257	0.2672587537
1667	0.720780934	0.2672435621
1668	0.7206684257	0.2672273405
1669	0.7206684257	0.2672200731
1670	0.720654181	0.2672120035
1671	0.7205416813	0.2672071148
1672	0.7204925242	0.2671940691
1673	0.7206050479	0.2671867894
1674	0.7206050479	0.2671803433
1675	0.7206050479	0.2671755443
1676	0.7207032967	0.2671591519
1677	0.7207032967	0.2671466636
1678	0.7207032967	0.2671341105
1679	0.7207666608	0.2671229546
1680	0.7207666608	0.2671119458
1681	0.7208791209	0.2671015025
1682	0.7207032967	0.2670866717
1683	0.7208157525	0.2670765183
1684	0.7209281885	0.267061977
1685	0.7206050479	0.2670485976
1686	0.7207175519	0.2670423128
1687	0.7207032967	0.2670332091
1688	0.7207523952	0.2670226945
1689	0.7207523952	0.2670114335
1690	0.7208648269	0.267003287
1691	0.7209772388	0.266988778
1692	0.7208791209	0.2669771068
1693	0.7209772388	0.2669684773
1694	0.7209772388	0.2669512519
1695	0.7210262719	0.2669407807
1696	0.7210896309	0.2669304009
1697	0.7210896309	0.2669146742
1698	0.7210262719	0.2669030314
1699	0.72113864	0.2668923353
1700	0.72113864	0.2668775245
1701	0.72113864	0.2668618067
1702	0.7212366064	0.266847283
1703	0.7212366064	0.2668389276
1704	0.7211099403	0.2668246436
1705	0.7211099403	0.2668126533
1706	0.7211099403	0.2668079411
1707	0.7211099403	0.2667972655
1708	0.72113864	0.2667870214
1709	0.7212999561	0.2667769899
1710	0.7212999561	0.2667657454
1711	0.7212999561	0.2667587376
1712	0.72113864	0.2667520607
1713	0.72113864	0.2667308604
1714	0.72113864	0.2667262453
1715	0.72113864	0.266712586
1716	0.72113864	0.2667060497
1717	0.72113864	0.2666974352
1718	0.721222232	0.2666899656
1719	0.721222232	0.2666828998
1720	0.721222232	0.2666766862
